
Host: Maxs-Air

Timers On : Sun Jul  4 13:32:14 2021
Timers Off: Sun Jul  4 13:32:20 2021

Wall Time:        5.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFMP2 gamma                         :      0.050u      0.000s      0.006w     14 calls
DFMP2 Gia Read                      :      0.017u      0.000s      0.000w     28 calls
DFMP2 g                             :      0.000u      0.000s      0.002w     14 calls
DFMP2 Gia                           :      0.017u      0.000s      0.014w     14 calls
DFMP2 aiG Write                     :      0.017u      0.000s      0.002w     14 calls
DFMP2 AB^x                          :      0.067u      0.017s      0.017w     14 calls
DFMP2 Amn^x                         :      0.417u      0.033s      0.067w     14 calls
DFMP2 L                             :      0.433u      0.033s      0.058w     14 calls
DFMP2 P                             :      0.000u      0.017s      0.003w     14 calls
DFMP2 W                             :      0.000u      0.000s      0.005w     14 calls
DFMP2 Z                             :      1.300u      0.117s      0.214w     14 calls
DFMP2 grad                          :     10.583u      1.283s      1.831w     14 calls
CorrGrad: Amn                       :      0.433u      0.067s      0.075w     14 calls
CorrGrad: AB                        :      0.467u      0.017s      0.076w     14 calls
CorrGrad: UV                        :      0.017u      0.000s      0.005w     14 calls
CorrGrad: ABx                       :      0.083u      0.017s      0.015w     14 calls
CorrGrad: Amnx                      :      0.450u      0.000s      0.062w     14 calls
DFMP2 Bia                           :      0.017u      0.000s      0.005w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.000w      1 calls
V: Grid                             :      0.867u      0.033s      0.143w     14 calls
Total PK formation time             :      1.117u      0.067s      0.175w     14 calls
ccenergy                            :     12.967u      3.867s      2.954w     14 calls
F build                             :      0.800u      0.117s      0.149w    154 calls
Wmbej build                         :      1.633u      0.183s      0.371w    154 calls
C->Wmbej                            :      0.067u      0.050s      0.009w    154 calls
F->Wmbej                            :      0.650u      0.083s      0.149w    154 calls
E->Wmbej                            :      0.200u      0.000s      0.031w    154 calls
X->Wmbej                            :      0.667u      0.050s      0.173w    154 calls
Z                                   :      0.200u      0.033s      0.065w    154 calls
T2 Build                            :      3.200u      0.617s      0.576w    154 calls
BT2                                 :      1.517u      0.300s      0.260w    154 calls
ABCD:new                            :      2.733u      0.467s      0.482w    297 calls
ABCD:S                              :      0.150u      0.017s      0.025w    297 calls
ABCD:A                              :      0.100u      0.017s      0.021w    297 calls
ABCD:axpy                           :      2.233u      0.400s      0.394w    297 calls
FT2                                 :      0.083u      0.033s      0.021w    154 calls
WmbejT2                             :      0.583u      0.083s      0.089w    154 calls
CT2                                 :      0.583u      0.100s      0.117w    154 calls
cctriples                           :     25.533u      2.850s      5.232w     14 calls
ET_RHF                              :      0.667u      0.117s      0.124w     14 calls
malloc)                             :      0.367u      0.033s      0.048w   4459 calls
N7 Terms(ijk)                       :      3.750u      0.250s      0.704w   4459 calls
T3(d) Terms(ijk)                    :      0.900u      0.017s      0.135w   4459 calls
malloc                              :      3.050u      0.633s      0.706w 320801 calls
N7 Terms(abc)                       :      7.150u      0.433s      1.555w 158171 calls
T3(d) Terms(abc)                    :      1.317u      0.200s      0.304w 158171 calls
cchbar                              :      1.367u      0.383s      0.299w     13 calls
cclambda                            :      4.367u      0.767s      0.827w     13 calls
ccdensity                           :      3.117u      0.683s      0.639w     13 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.317u      0.000s      0.089w     39 calls
| Libint2ERI::Libint2ERI            :      0.217u      0.000s      0.056w     39 calls
DFH: initialize()                   :      2.433u      0.250s      0.441w     39 calls
| Libint2ERI::Libint2ERI            :      0.183u      0.050s      0.037w    195 calls
| DFH: AO Construction              :      0.067u      0.017s      0.031w     39 calls
| DFH: AO-Met. Contraction          :      0.167u      0.000s      0.023w     39 calls
HF: Form core H                     :      0.800u      0.050s      0.123w     51 calls
HF: Form S/X                        :      0.033u      0.000s      0.007w     51 calls
HF: Guess                           :      4.167u      0.350s      0.692w     51 calls
| SAD Guess                         :      3.950u      0.350s      0.663w     42 calls
HF: Form G                          :     11.117u      0.117s      1.682w    561 calls
| JK: D                             :      0.033u      0.000s      0.002w    561 calls
| JK: USO2AO                        :      0.067u      0.017s      0.011w    561 calls
| JK: JK                            :      0.517u      0.033s      0.101w    561 calls
| | DFH: compute_JK()               :      0.300u      0.033s      0.066w    388 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    388 calls
| | | DFH: compute_J                :      0.033u      0.017s      0.010w    388 calls
| | | DFH: compute_K                :      0.133u      0.017s      0.048w    388 calls
| | PK computes JK                  :      0.200u      0.000s      0.034w    173 calls
| JK: AO2USO                        :      0.133u      0.000s      0.010w    561 calls
| RV: Form V                        :     10.167u      0.067s      1.535w    129 calls
| | Properties                      :      1.508p                          48640 calls
| | Functional                      :      3.169p                          48640 calls
| | V_xc                            :      1.348p                          48640 calls
HF: Form F                          :      0.017u      0.000s      0.006w    561 calls
HF: Form D                          :      0.000u      0.000s      0.002w    561 calls
HF: DIIS                            :      1.567u      0.200s      0.244w    519 calls
| DIISManager::add_entry            :      0.083u      0.100s      0.030w    510 calls
| DIISManager::extrapolate          :      0.217u      0.050s      0.029w    510 calls
| | bMatrix setup                   :      0.050u      0.017s      0.010w    510 calls
| | bMatrix pseudoinverse           :      0.083u      0.000s      0.009w    510 calls
| | New vector                      :      0.050u      0.017s      0.006w    510 calls
HF: Form C                          :      0.133u      0.000s      0.026w    519 calls
Grad: V T Perturb                   :     12.000u      1.400s      2.054w     18 calls
Grad: S                             :      0.033u      0.000s      0.002w     18 calls
Grad: JK                            :      2.083u      0.167s      0.352w     18 calls
| JKGrad: Amn                       :      0.583u      0.017s      0.097w     18 calls
| | Libint2ERI::Libint2ERI          :      0.367u      0.017s      0.064w     72 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     18 calls
| JKGrad: AB                        :      0.583u      0.050s      0.092w     18 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w     72 calls
| JKGrad: UV                        :      0.017u      0.000s      0.003w     18 calls
